22.436,19.1255,13.9994,15.4846
19.595,16.5726,12.3354,21.7267
37.3331,32.8048,22.6059,21.7304
51.3893,46.0834,30.6431,10.6549
51.4478,46.1163,30.6708,10.0065
13.8279,19.6461,9.8385,22.0385
15.3334,22.3731,14.451,19.7341
23.0891,18.1147,16.237,33.2438
26.1172,20.9838,13.4414,43.538
21.3772,46.4804,15.3308,43.4097
24.5769,41.6396,31.3893,10.5753
52.1879,70.1871,28.4115,10.3135
47.0367,90.3828,45.6725,11.683
76.8183,90.5814,57.8171,12.5053
97.7722,14.7363,57.8185,12.5066
97.7108,15.8978,10.127,9.84296
13.387,15.898,9.87806,10.1021
13.2057,15.5926,11.1799,10.5003
15.8197,16.4658,11.9612,12.2906
15.4037,15.0771,11.9624,12.9071
17.5661,16.0276,9.67708,11.925
18.8935,22.7722,10.0556,12.5981
18.886,21.6393,11.7573,17.2834
13.3651,27.8265,12.3429,16.5061
13.2925,31.7977,11.4099,20.7002
13.6602,31.8152,12.0493,23.3766
13.8678,13.8589,16.4982,23.3724
13.8681,14.2919,15.7604,9.88006
13.2227,14.2919,19.741,9.98124
13.5177,13.9241,22.2803,9.81852
13.6122,14.1902,22.2766,9.93093
13.4601,14.0577,9.56213,10.6227
13.5653,15.9273,10.1697,10.517
14.2061,15.6353,10.0698,11.0571
14.1089,17.1316,10.5856,11.3651
14.6019,18.0284,10.8806,11.3661
14.8823,18.0228,10.8784,9.72196
14.8821,13.7953,9.55638,9.72196
13.244,13.8478,9.53723,9.73787
13.2256,13.8217,9.63359,9.78098
13.318,14.175,9.68739,9.71154
13.3695,14.1218,9.68746,9.75957
13.3695,14.3884,9.629,10.0496
13.1914,14.5407,9.65894,10.0059
13.2058,14.5398,9.6107,10.2273
13.2658,13.7801,9.64407,10.3513
13.2848,13.8444,9.84476,10.3517
13.2541,13.834,9.81459,9.68314
13.2754,13.8866,9.96693,9.68968
13.4024,13.9158,10.0519,9.7168
13.3833,13.9157,10.0522,9.72539
13.4789,13.7795,9.54174,9.71154
13.5323,13.7774,9.56539,9.72113
13.5323,13.7878,9.5819,9.77841
13.1885,13.7936,9.58185,9.76984
13.1933,13.7936,9.54641,9.81286
13.1856,13.7794,9.55256,9.83685
13.1909,13.7812,9.54264,9.83683
13.2227,13.784,9.54951,9.68286
13.218,13.7954,9.59048,9.6852
13.2419,13.7991,9.58435,9.68142
13.2551,13.7932,9.61514,9.68404
13.2551,13.7973,9.63219,9.69965
13.1862,13.8214,9.63224,9.69732
13.1902,13.8178,9.54088,9.70903
13.1902,13.8358,9.54555,9.71551
13.1897,13.8459,9.54555,9.71553
13.1919,13.8459,9.53798,9.68258
13.1884,13.7774,9.54896,9.68467
13.1908,13.7783,9.55244,9.68467
13.2056,13.7819,9.54683,9.68062
13.2034,13.783,9.55071,9.68166
13.2144,13.7812,9.57386,9.68595
13.2205,13.7825,9.5704,9.68731
13.2206,13.79,9.58774,9.68512
13.1869,13.7889,9.5974,9.68664
13.1862,13.7946,9.5974,9.69569
13.1899,13.7977,9.53692,9.69434
13.1919,13.7977,9.54347,9.70111
13.1919,13.778,9.54241,9.70488
13.1851,13.7784,9.54777,9.70488
13.1849,13.7777,9.55073,9.68111
13.186,13.7782,9.55071,9.68158
13.1867,13.7809,9.53771,9.68082
13.1867,13.7805,9.5383,9.68135
13.1843,13.7826,9.5383,9.68448
13.1844,13.7837,9.53697,9.68402
13.1842,13.7837,9.53697,9.68637
13.1843,13.7778,9.53708,9.68766
13.1849,13.7777,9.53723,9.68767
13.1848,13.7785,9.53745,9.68089
13.1852,13.779,9.53837,9.68071
13.1855,13.779,9.53867,9.68164
13.1855,13.7778,9.5382,9.68215
13.1841,13.7777,9.53852,9.68215
13.1841,13.778,9.54046,9.68074
13.1841,13.7782,9.54017,9.68067
13.1844,13.7782,9.54162,9.68101
13.1843,13.7774,9.54242,9.6812
13.1845,13.7775,9.54242,9.6812
13.1846,13.7775,9.53691,9.68058
13.1846,13.7774,9.53697,9.68061
13.1841,13.7774,9.53707,9.68056
13.1841,13.7774,9.53745,9.6806
13.1841,13.7774,9.53758,9.68079
13.184,13.7774,9.53738,9.68076
13.184,13.7774,9.53752,9.6809
13.1841,13.7774,9.53833,9.68098
13.1841,13.7774,9.53821,9.68098
13.1841,13.7774,9.53882,9.68051
13.184,13.7774,9.53915,9.68053
13.184,13.7774,9.53915,9.6805
13.184,13.7774,9.53687,9.68052
13.184,13.7774,9.53692,9.68063
13.1841,13.7774,9.5371,9.68061
13.184,13.7774,9.53716,9.68069
13.1841,13.7774,9.53706,9.68074
13.1841,13.7774,9.53713,9.68074
13.1841,13.7775,9.53751,9.68055
13.1841,13.7775,9.53745,9.68054
13.1841,13.7775,9.53774,9.68059
13.1841,13.7774,9.5379,9.68061
13.184,13.7774,9.5379,9.68061
13.184,13.7774,9.53695,9.68051
13.184,13.7774,9.53698,9.68053
13.184,13.7774,9.53693,9.68053
13.184,13.7774,9.53696,9.68049
13.184,13.7774,9.53716,9.6805
13.1841,13.7774,9.53713,9.68049
13.1841,13.7774,9.53728,9.6805
13.1841,13.7774,9.53736,9.68051
13.1841,13.7774,9.53736,9.68051
13.1841,13.7774,9.53688,9.68053
13.184,13.7774,9.53689,9.68053
13.184,13.7774,9.53687,9.68053
13.184,13.7774,9.53689,9.68049
13.184,13.7774,9.53699,9.68051
13.184,13.7774,9.53698,9.6805
13.184,13.7774,9.53706,9.68051
13.1841,13.7774,9.53711,9.68052
13.1841,13.7774,9.53711,9.68052
13.1841,13.7774,9.53691,9.68049
13.1841,13.7774,9.5369,9.6805
13.1841,13.7774,9.53695,9.6805
13.184,13.7774,9.53698,9.68049
13.184,13.7774,9.53698,9.68049
13.184,13.7774,9.53687,9.68049
13.184,13.7774,9.53689,9.68049
13.184,13.7774,9.53689,9.6805
13.1841,13.7774,9.53688,9.6805
13.184,13.7774,9.53688,9.6805
13.1841,13.7774,9.53689,9.6805
13.1841,13.7774,9.5369,9.6805
13.1841,13.7774,9.5369,9.68049
13.184,13.7774,9.53686,9.6805
13.184,13.7774,9.53686,9.6805
13.184,13.7774,9.53687,9.6805
13.184,13.7774,9.53688,9.6805
13.184,13.7774,9.53688,9.6805
13.184,13.7774,9.53686,9.68051
13.184,13.7774,9.53686,9.6805
13.1841,13.7774,9.53686,9.68051
13.1841,13.7774,9.53686,9.68051
13.1841,13.7774,9.53686,9.68051
13.184,13.7774,9.53686,9.68051
13.184,13.7774,9.53687,9.68051
13.184,13.7774,9.53687,9.68051
13.184,13.7774,9.53687,9.6805
13.184,13.7774,9.53687,9.6805
13.184,13.7774,9.53687,9.68051
13.184,13.7774,9.53686,9.68052
13.1841,13.7774,9.53686,9.68052
13.1841,13.7774,9.53686,9.68052
13.184,13.7774,9.53686,9.68054
13.184,13.7774,9.53686,9.68055
13.184,13.7774,9.53686,9.68054
13.184,13.7774,9.53686,9.68054
13.184,13.7774,9.53686,9.68058
13.184,13.7774,9.53686,9.68058
13.184,13.7774,9.53686,9.6806
13.184,13.7774,9.53686,9.68062
13.184,13.7774,9.53686,9.68062
13.184,13.7774,9.53686,9.68052
13.184,13.7774,9.53686,9.68053
13.184,13.7774,9.53686,9.68059
13.184,13.7774,9.53686,9.68067
13.184,13.7774,9.53686,9.6807
13.184,13.7774,9.53686,9.68074
13.184,13.7774,9.53686,9.68091
13.184,13.7774,9.53686,9.68097
13.184,13.7774,9.53686,9.68088
13.184,13.7774,9.53686,9.68094
13.184,13.7774,9.53686,9.6813
13.184,13.7774,9.53686,9.68124
13.184,13.7774,9.53686,9.68151
13.184,13.7774,9.53686,9.68166
13.184,13.7774,9.53686,9.68166
13.184,13.7774,9.53687,9.68072
13.184,13.7774,9.53687,9.68083
13.184,13.7774,9.53687,9.68143
13.184,13.7774,9.53687,9.68208
13.184,13.7774,9.53687,9.68228
13.184,13.7774,9.53687,9.68259
13.184,13.7774,9.53687,9.68388
13.184,13.7774,9.53687,9.68429
13.184,13.7774,9.53687,9.68363
13.184,13.7774,9.53686,9.68408
13.184,13.7774,9.53687,9.68679
13.184,13.7774,9.53687,9.68639
13.1841,13.7774,9.53687,9.68841
13.1841,13.7774,9.53687,9.68954
13.1841,13.7774,9.53687,9.68954
13.1841,13.7774,9.53688,9.68245
13.1841,13.7774,9.53688,9.68324
13.184,13.7774,9.53688,9.68779
13.184,13.7774,9.53688,9.69293
13.1841,13.7774,9.53689,9.69462
13.1841,13.7774,9.53689,9.69717
13.1841,13.7774,9.5369,9.7077
13.1841,13.7774,9.53691,9.71104
13.1841,13.7774,9.53691,9.70566
13.1841,13.7774,9.53687,9.70938
13.1841,13.7774,9.53688,9.73158
13.1841,13.7774,9.5369,9.72827
13.1841,13.7774,9.53693,9.74491
13.1841,13.7774,9.53694,9.75416
13.1842,13.7775,9.53695,9.75416
13.1842,13.7775,9.53702,9.69598
13.1842,13.7775,9.53704,9.70243
13.1841,13.7775,9.537,9.73977
13.1841,13.7775,9.53703,9.78829
13.1842,13.7775,9.53716,9.8054
13.1843,13.7775,9.53714,9.83111
13.1843,13.7776,9.53724,9.93811
13.1843,13.7776,9.5373,9.97218
13.1846,13.7774,9.5373,9.9173
13.1846,13.7774,9.53695,9.95527
13.1845,13.7775,9.53699,10.1839
13.1846,13.7776,9.53721,10.1495
13.185,13.7777,9.53748,10.323
13.185,13.7777,9.53757,10.4205
13.1853,13.7779,9.5377,10.4205
13.1855,13.778,9.53826,9.81914
13.1855,13.7779,9.53844,9.88449
13.1843,13.7779,9.53815,10.2692
13.1844,13.7784,9.53835,10.7095
13.1852,13.7783,9.53953,10.8568
13.186,13.7786,9.53935,11.0807
13.1863,13.7788,9.54023,12.0484
13.1867,13.7788,9.54072,12.3689
13.1884,13.7777,9.54072,11.8555
13.1889,13.7778,9.53764,12.209
13.188,13.7785,9.53798,14.4987
13.1886,13.7794,9.53996,14.1362
13.1921,13.7797,9.54253,16.0309
13.1916,13.7802,9.54343,17.1692
13.1943,13.7822,9.54478,17.1692
13.1957,13.7828,9.55038,10.9761
13.1957,13.7818,9.55215,11.5561
13.1865,13.7825,9.5493,15.4254
13.1875,13.7867,9.55127,17.6282
13.1934,13.7861,9.56307,17.8621
13.2008,13.7892,9.56131,18.2168
13.2033,13.7909,9.57014,19.7454
13.2071,13.7909,9.57505,20.2498
13.2227,13.78,9.57505,19.4415
13.2277,13.7812,9.54415,19.9983
13.2197,13.7882,9.54758,23.5795
13.2252,13.7954,9.56741,23.0155
13.2582,13.7976,9.5918,25.9518
13.2533,13.8009,9.60019,27.7022
13.278,13.8146,9.61278,27.7022
13.2917,13.819,9.66504,18.0511
13.2917,13.812,9.68163,18.9689
13.2053,13.8168,9.65489,25.0164
13.2149,13.8457,9.6734,28.3937
13.2704,13.8414,9.78422,28.7455
13.3425,13.8631,9.76761,29.2781
13.3679,13.8752,9.85113,31.5614
13.4061,13.8752,9.89779,32.3108
13.5653,13.7993,9.89779,31.1089
13.616,13.8078,9.60692,31.9374
13.5344,13.8564,9.63888,37.2097
13.5909,13.9194,9.82529,36.3856
13.9315,13.9416,10.0711,40.652
13.8802,13.9749,10.1588,43.1678
14.1391,14.1135,10.2915,43.1678
14.2846,14.1576,10.8561,29.0294
14.2846,14.0866,11.0401,30.4038
13.3883,14.1357,10.7447,39.2994
13.4855,14.4315,10.9485,44.0705
14.0588,14.387,12.23,44.5284
14.6756,14.6112,12.0312,45.2196
14.8747,14.737,13.0555,48.1575
15.1773,14.737,13.6548,49.1133
16.4852,13.9594,13.6548,47.5784
16.9181,14.0441,10.2296,48.6376
16.2246,14.5417,10.5707,55.2655
16.7022,15.1357,12.732,54.2415
19.793,15.3386,14.0255,59.4973
19.3039,15.6471,14.2144,62.547
21.8591,16.9794,14.5011,62.547
23.3933,17.4203,15.7383,44.8972
23.3933,16.7141,16.1472,46.673
15.036,17.2004,15.4921,57.8429
15.82,20.3454,15.9433,63.605
21.0427,19.8481,18.8546,64.14
24.0077,22.4457,18.3951,64.9454
24.3203,24.0042,20.7919,68.3411
24.7947,24.0042,22.2257,69.4364
26.8379,15.503,22.2257,67.6753
27.5117,16.3019,14.3671,68.8918
26.4318,21.616,15.1094,76.3851
27.1758,24.6345,20.0273,75.2403
31.9563,24.955,22.7996,81.07
31.2039,25.4416,23.0918,84.4025
35.1199,27.5375,23.5345,84.4025
37.4531,28.2288,25.4371,64.5701
37.4531,27.1209,26.0632,66.6309
24.5731,27.8841,25.0595,79.2471
25.8002,32.7889,25.7511,85.6514
33.8729,32.0168,30.1747,86.2821
38.3967,36.0354,29.4807,87.2291
38.8761,38.4301,33.0825,91.1985
39.6027,38.4301,35.2173,92.4709
42.7199,25.2143,35.2173,90.4231
43.7436,26.473,23.3278,91.8387
42.1019,34.7556,24.4716,100.456
43.2335,39.4013,31.9381,99.1503
50.4436,39.8947,36.0265,105.757
49.3156,40.6427,36.4376,109.488
55.1589,43.852,37.059,109.488
58.6088,44.9062,39.7112,86.788
58.6088,43.2156,40.5776,89.204
39.2635,44.3808,39.187,103.702
41.1392,51.8085,40.1461,110.936
53.3054,50.646,46.1964,111.667
59.8692,56.669,45.2564,112.762
60.5078,60.2266,50.1004,117.321
61.473,60.2266,52.9324,118.773
65.5803,40.2934,52.9324,116.434
66.9179,42.2244,36.769,118.052
64.7701,54.7581,38.3689,127.785
66.252,61.5374,48.5705,126.324
75.5446,62.2014,53.9072,133.673
74.1069,63.2055,54.4008,137.772
81.4935,67.4801,55.1445,137.772
85.7877,68.8728,58.2903,112.252
85.7877,66.6367,59.3084,115.035
59.7288,68.1794,57.6722,131.399
60.2954,77.862,58.802,139.132
61.1511,76.3631,65.8049,139.817
64.7818,84.0676,64.7303,140.84
65.9607,88.55,70.2202,145.074
64.067,88.55,73.3774,146.413
65.374,61.3827,73.3774,144.253
73.5277,61.9675,54.7978,145.748
72.2706,62.8509,56.7039,154.627
78.7152,66.5998,68.499,153.306
82.4471,67.8174,74.5211,159.909
82.4471,65.8616,75.0991,163.551
60.7521,67.2115,75.9679,163.551
62.9487,75.6359,79.6183,138.991
76.6885,74.3366,80.7915,139.605
83.8472,80.9991,78.9041,140.521
84.5541,84.8588,80.2084,144.315
85.6199,84.8588,88.1882,145.515
90.117,62.4389,86.975,143.58
91.5688,64.7068,93.1315,144.92
89.2346,78.9035,96.6271,152.883
