9.40948,9.13098
9.20154,9.75728
10.3126,9.75728
11.012,8.73663
11.012,9.12177
9.0377,9.40263
9.41061,9.40263
9.41061,8.65065
8.85896,8.78706
9.10572,8.88341
9.28242,8.88341
9.28242,8.68962
8.86092,8.67508
8.83709,8.74831
8.95744,8.78936
9.02525,8.78936
9.02525,8.65644
8.84125,8.68163
8.84125,8.68163
8.85884,8.65009
8.8495,8.64731
8.89648,8.6846
8.92272,8.67902
8.92272,8.70704
8.84223,8.72266
8.85923,8.72266
8.85923,8.64959
8.8207,8.64679
8.8227,8.66085
8.8257,8.66867
8.83813,8.66867
8.84207,8.64973
8.83572,8.65569
8.84012,8.65569
8.86636,8.64711
8.86244,8.64832
8.88214,8.65333
8.8931,8.65492
8.8931,8.65236
8.822,8.65413
8.82465,8.66469
8.83564,8.66311
8.83912,8.67102
8.83351,8.67542
8.8374,8.67542
8.86058,8.64776
8.85711,8.65082
8.8745,8.66858
8.88419,8.67702
8.88419,8.67782
8.82146,8.67902
8.82384,8.68398
8.8337,8.68555
8.83683,8.68301
8.83179,8.68477
8.83528,8.69522
8.85608,8.69366
8.85297,8.70149
8.86857,8.70585
8.87726,8.70585
8.87726,8.67846
8.82273,8.6815
8.82877,8.69907
8.86375,8.717
8.88017,8.72258
8.88163,8.73097
8.88381,8.76579
8.89287,8.77685
8.89574,8.75903
8.89111,8.77136
8.89431,8.84531
8.91341,8.83422
8.91056,8.89001
8.92488,8.9212
8.93285,8.9212
8.93285,8.72707
8.8828,8.74836
8.88834,8.87274
8.92045,9.03723
8.96227,9.09619
8.97704,9.18542
8.99924,9.56778
9.09194,9.69334
9.12154,9.49199
9.07387,9.63076
9.10684,10.5186
9.30657,10.379
9.27639,11.1065
9.4291,11.5421
9.51542,11.5421
9.51542,9.14377
8.9889,9.37393
9.04543,10.8745
9.3816,11.7582
9.68939,11.8689
9.77836,12.0372
9.9136,12.7713
10.502,13.0169
10.6985,12.6242
10.3842,12.8943
10.6004,14.6856
12.0297,14.3968
11.7996,15.9305
13.0208,16.8824
13.7783,16.8824
13.7783,11.7258
9.66953,11.8195
9.74815,11.9617
9.86746,12.5772
10.3836,12.7813
10.5548,12.4544
10.2807,12.6795
10.4694,14.1469
11.7015,13.9131
11.5049,15.1433
12.5405,15.8934
13.1741,15.8934
13.1741,11.8953
9.81171,12.264
10.1209,14.7478
12.2072,16.1823
13.4186,16.33
13.5437,16.5546
13.7341,17.531
14.5638,17.8566
14.8412,17.3357
14.3975,17.694
14.7026,19.9321
16.7226,19.5889
16.3973,21.3503
18.1223,22.3757
19.1644,22.3757
19.1644,15.9817
13.2682,16.0262
13.3157,16.0932
13.3873,16.3747
13.6895,16.4652
13.7872,16.3196
13.6302,16.4202
13.7386,17.0376
14.4105,16.9434
14.3073,17.4229
14.8355,17.6973
15.1409,17.6973
15.1409,16.062
13.3539,16.2331
13.5372,17.2729
14.6696,17.7999
15.2555,17.8515
15.3134,17.9292
15.4007,18.2542
15.7695,18.3559
15.8888,18.192
15.697,18.3054
15.8294,18.989
16.6513,18.886
16.5249,19.4058
17.1724,19.6985
17.5474,19.6985
17.5474,17.741
15.36,17.7629
15.5835,17.7958
16.9688,17.9329
17.8569,17.9765
18.0149,17.9062
18.2551,17.9548
19.266,18.2468
19.5906,18.2038
19.0688,18.4198
19.4292,18.5405
21.6668,18.5405
21.3222,17.7215
23.0912,17.7337
24.1207,17.7518
24.1207,17.8274
17.6467,17.8514
17.6967,17.8127
17.772,17.8395
18.0885,18.0002
18.1903,17.9761
18.0266,18.0997
18.1397,18.1658
18.8248,18.1658
18.7228,17.7104
19.2377,17.717
19.5274,17.7268
19.5274,17.7676
17.6005,17.7805
17.6272,17.7596
17.6673,17.7741
17.8346,17.8603
17.888,17.8474
17.802,17.9122
17.8615,17.9484
18.2215,17.9484
18.1671,17.7222
18.4419,17.7472
18.5959,17.8922
18.5959,17.9617
17.5803,17.9684
17.5969,17.9784
17.6217,18.0199
17.7249,18.0331
17.7578,18.0119
17.7048,18.0266
17.7415,18.1164
17.9617,18.1036
17.9286,18.168
18.0955,18.2039
18.1891,18.2039
18.1891,17.9567
17.6101,17.9608
17.6732,17.9671
18.0437,17.9929
18.2237,18.0011
18.2411,17.9879
18.2672,17.997
18.3757,18.0515
18.4102,18.0434
18.3546,18.0843
18.3931,18.1092
18.6225,18.1092
18.5887,17.9544
18.7584,17.9574
18.8531,17.962
18.8531,17.9808
18.2104,17.9867
18.221,17.9771
18.237,17.9838
18.3034,18.0234
18.3245,18.0175
18.2905,18.0472
18.314,18.0638
18.4574,18.0638
18.4338,17.9599
18.5404,17.9714
18.5982,18.0381
18.5982,18.0699
18.1988,18.0729
18.2036,18.0775
18.2109,18.0988
18.241,18.1047
